"date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","no","no2","nox","so2",".before","poblacio_total","incidencia_1000"
2015-12-03,0.9,237.5,81.7,1003.3,95,9.7,16.1,5.7,0.2,31,30,61,NA,36,15500,2.32258064516129
2015-12-04,0.8,233.7,81.2,1002.2,42.2,10.9,13.5,8.9,0,40,43,84,NA,12,10026,1.19688809096349
2015-12-05,0.7,225.3,87.4,1001.1,44.5,11.5,14.3,9.5,0,53,43,95,NA,16,9550,1.67539267015707
2015-12-06,0.6,225.1,94.2,1001,25.9,12,14.1,11,0.7,21,36,58,NA,30,14629,2.05072117027821
2015-12-07,1.3,245.4,86.5,1001.8,53.4,13.3,17,10.8,0,96,28,123,NA,15,8329,1.80093648697323
2015-12-08,1.3,266.9,84,1005.4,83.9,12.2,16,9.2,0,16,27,43,NA,53,25616,2.06901936289819
2015-12-09,0.9,219,85.9,1003.9,77.4,10.5,15.3,6.4,0.1,NA,NA,NA,NA,29,15451,1.87690117144521
2015-12-10,1.1,252.1,87.3,1002.6,104.6,10.4,15,5.5,0.1,NA,NA,NA,NA,24,13901,1.72649449679879
2015-12-11,1.4,218.2,89.5,997,61,9.5,13.5,5.6,0.1,19,29,48,NA,9,7241,1.24292224830824
2015-12-12,0.9,203.5,83,991.7,80,9.6,15,5.8,0,40,33,74,NA,7,5252,1.33282559025133
2015-12-13,1.2,255.6,78.2,992,63.8,9.1,13.2,5.3,0,NA,NA,NA,NA,45,21850,2.05949656750572
2015-12-14,1.2,268.6,71,995.9,84.3,12.1,17.8,7.4,0,NA,NA,NA,NA,46,19786,2.32487617507328
2015-12-15,0.9,197.9,66.5,999.9,91.8,13.2,19.9,9,0,NA,NA,NA,NA,31,16633,1.86376480490591
2015-12-16,1.1,259.6,67,998,85,13,18.6,9.3,0,NA,NA,NA,NA,38,19220,1.97710718002081
2015-12-17,0.8,227.1,84,997.4,86.9,11.1,16.7,7.9,0,NA,NA,NA,NA,33,18093,1.82390979936992
2015-12-18,0.8,206.9,85.3,995.3,87,10.6,14.8,7.8,0,NA,NA,NA,NA,11,7551,1.45676069394782
2015-12-19,0.5,232.7,85.3,995.8,13.6,11.2,12.1,10.3,0,NA,NA,NA,NA,3,2400,1.25
2015-12-20,1.6,306.9,78,1001.5,89.5,11.3,14.6,9,0,NA,NA,NA,NA,43,18865,2.27935329976146
2015-12-21,2,286.2,78.9,1002.7,97.2,11.3,15.2,6.6,0,1,19,20,1,31,16500,1.87878787878788
2015-12-22,0.8,206.5,83.2,1000.9,73.8,11.7,16.1,7.5,0,4,24,28,1,28,14391,1.94566048224585
2015-12-23,1,242.8,83.6,999.4,33.6,11.8,14.7,9.5,0,25,42,67,3,39,17245,2.26152507973326
2015-12-24,1,235.3,86.7,1002.2,79.5,10.2,15.6,7.5,0,6,34,40,1,8,5190,1.54142581888247
2015-12-25,1.6,272.8,84.1,1002.4,99.2,10.7,16.8,6.5,0.3,27,22,49,1,13,8170,1.59118727050184
2015-12-26,2,280,86.3,1001.7,104.8,11.6,17.6,8.8,0.1,8,23,31,1,12,6572,1.82592818015825
2015-12-27,0.6,229.6,83.7,999.8,58.3,11.3,15.3,8.9,0,7,19,25,1,47,21314,2.20512339307497
2015-12-28,1.6,270.9,76.5,998.5,86.5,13,17.5,9.9,0,47,50,97,NA,29,17746,1.63417108080694
2015-12-29,1.4,271.4,68.9,995.1,100.6,11.5,17.6,7.8,0,9,39,48,1,42,20399,2.05892445708123
2015-12-30,1.1,263.9,74.5,994.1,84.6,10.9,16.8,6,0,18,45,63,NA,33,11893,2.77474144454721
2015-12-31,1.4,259.8,87.2,991.9,42.8,10.5,14.1,7.5,0,21,43,64,1,7,5365,1.30475302889096
2016-01-01,2.6,306.6,66.7,986.9,75.9,11.6,14,7.5,0.7,6,25,30,1,20,11137,1.79581574930412
2016-01-02,2.6,293.8,59.6,982,48.8,9.9,12.6,6.5,0,NA,NA,NA,1,22,17405,1.26400459638035
2016-01-03,1.8,284.5,75.9,972.7,29.5,11,12.6,9.4,1,1,8,10,1,37,19591,1.88862232657853
2016-01-04,2.2,308.4,63.1,973.3,90,9.5,12.8,6.6,0,1,9,11,1,30,18100,1.65745856353591
2016-01-05,4.6,316.8,53.4,978.4,80.3,8.9,11.4,6.5,0,1,9,9,1,6,4304,1.39405204460967
2016-01-06,4,283.6,59.4,978.8,68.3,14.2,17.9,8.7,0,1,8,9,1,34,19197,1.77111006928166
2016-01-07,2.7,287.8,54.6,978.5,106,17,20.8,13.9,0,2,29,31,1,39,22001,1.77264669787737
2016-01-08,2.8,308.1,57.6,976.4,67.5,14.8,17.2,12.4,0,42,56,97,1,17,10432,1.62960122699386
2016-01-09,3.9,271.4,58.3,976.8,83.8,14,15.9,11.5,0,1,7,8,1,12,7654,1.56780768225764
2016-01-10,4,280.8,55.2,977.1,71.8,13.5,15.9,10.8,0.7,NA,NA,NA,2,42,22978,1.82783532074158
2016-01-11,4.4,313.3,47.1,986.9,113.6,10.4,13.2,8.1,0,1,6,7,2,18,10364,1.73678116557314
2016-01-12,2.2,245.4,61.1,994,80.2,8.5,13.4,4.8,0,1,6,8,2,29,14702,1.97252074547681
2016-01-13,2.3,284.3,64.1,985.8,50.6,10.6,13.6,8.5,0,NA,NA,NA,NA,31,18823,1.64692131966212
2016-01-14,1.7,303.9,60.4,989,55.8,8.2,11.2,5.3,0,45,38,82,3,49,23689,2.06847059816793
2016-01-15,3.4,329.6,33.9,994,125.2,6.3,10.4,3.2,0,1,8,9,1,9,4872,1.84729064039409
2016-01-16,1.4,263.6,47.8,993.7,109.3,6.3,12.9,1.5,0,1,5,6,2,10,7279,1.37381508448963
2016-01-17,1.1,247.5,62,984.7,82.4,7.9,13.8,4,0,34,54,88,1,41,21997,1.86389053052689
2016-01-18,1.6,273.9,70.2,986.6,118.6,7.4,13.4,3.6,0,5,45,50,1,42,20980,2.00190657769304
2016-01-19,1.3,255.5,66.1,986.9,109.2,8.7,14.8,4.5,0,NA,NA,NA,1,26,14822,1.75414923761975
2016-01-20,1.4,233.1,77.1,991.3,105.2,8,14.7,3.8,0,39,48,87,2,29,14574,1.9898449293262
2016-01-21,1.1,270.6,85.7,998.3,82.1,9.3,15.2,4.4,0,18,33,51,2,26,10460,2.48565965583174
2016-01-22,1.2,242.6,74.3,1002.6,101.9,11.8,17.9,7.8,0,39,35,75,2,10,5202,1.92233756247597
2016-01-23,0.8,179,83.3,1003.5,30.4,10.8,12.8,8.4,0,8,36,44,1,7,4590,1.52505446623094
2016-01-24,1.2,257.3,83,1001.6,80,12.4,16.3,10.4,0,1,11,12,3,41,20423,2.00754051804338
2016-01-25,1.2,225.4,82.1,1001.2,95.2,12,16.5,9.2,0,10,30,40,3,45,21013,2.14153143292248
2016-01-26,1.7,261.8,79.2,998.8,125.3,11.5,18.4,7.5,0,1,21,23,2,63,27090,2.32558139534884
2016-01-27,1.5,272.6,75.6,998,113.4,12,17,8.3,0,1,10,11,3,41,20773,1.97371588119193
2016-01-28,1.1,224.6,76.5,1002.3,49,11.1,13.8,9.5,0,10,40,51,2,39,22759,1.71360780350631
2016-01-29,1.8,303.8,69.1,1000.5,119.2,10.9,15,7.7,0,34,31,66,1,24,14416,1.66481687014428
2016-01-30,1.8,282.1,67.9,997.5,92.7,11.1,15,6.9,0,1,12,13,2,8,5137,1.55732918045552
2016-01-31,1.7,226.8,70.7,999.5,139,13.4,18.9,10.2,0,2,21,23,2,50,23032,2.17089267106634
2016-02-01,1.2,209.8,74.9,996.8,124,12.3,18.1,8.1,0,24,36,60,2,47,23890,1.9673503557974
2016-02-02,1.4,294.3,73.4,996.7,122.8,11.6,16.3,8.2,0,48,35,84,2,38,16372,2.32103591497679
2016-02-03,1.5,267,49.8,1003.3,152.3,8.9,14.1,5,0,2,18,20,2,42,23898,1.75746924428822
2016-02-04,1.8,265.4,50.5,997.3,147.7,11.5,18.3,8.3,0,24,54,78,3,37,19068,1.94042374659115
2016-02-05,0.8,204.7,82.9,990.7,33.1,9.9,12.2,8,0,2,30,31,2,5,4669,1.07089312486614
2016-02-06,3.4,270.6,65.5,982.4,86.9,10.4,13.7,8.8,3,28,34,62,1,14,7316,1.91361399671952
2016-02-07,2.3,298.3,54.1,990.9,148.9,11.8,17.8,7,0,1,6,7,2,57,27112,2.10239008557096
2016-02-08,4.7,298.3,54.5,981.7,97.9,14.7,17.3,11.2,0,3,37,41,2,47,23107,2.03401566624832
2016-02-09,3.4,265.8,57.5,979.2,108.8,12.9,15.3,9.1,0.1,1,4,5,1,46,21790,2.11106011932079
2016-02-10,1,200.7,89.6,980.7,47.8,10.1,13.7,7.6,1.9,1,16,17,1,50,20870,2.39578342117873
2016-02-11,2.7,291.2,73.1,975.5,103.9,13.4,18.5,7.5,0,16,38,55,1,39,22316,1.74762502240545
2016-02-12,3.6,295.3,63.2,971.4,147,16.6,20.7,11.5,6.5,2,10,12,1,26,15690,1.65710643722116
2016-02-13,3.2,279.9,56.2,966.6,161,12.5,15.7,6.7,1.5,1,8,9,1,17,11184,1.52002861230329
2016-02-14,1.6,264,56.8,977.1,169.2,8.8,15.2,4.9,0,1,18,19,1,50,27145,1.84195984527537
2016-02-15,1.8,304.2,35.7,990.6,176.9,7.7,13,3.2,0,1,11,11,1,46,20320,2.26377952755906
2016-02-16,1.4,280.2,48.7,989.5,179.6,5.6,11.9,1.6,0,1,23,24,1,40,22917,1.74542915739407
2016-02-17,1,203.5,51.8,987.4,85.6,6.8,10.7,2.9,0,15,40,54,1,35,19903,1.75852886499523
2016-02-18,1.7,243,65.4,995.1,161.4,7.8,14,3.7,0,8,49,57,1,37,23357,1.5841075480584
2016-02-19,1.5,254.6,61.3,1000,181.1,9,16.4,3,0,11,49,60,1,28,18410,1.52091254752852
2016-02-20,1.9,265.4,31.4,996.9,151.2,12.8,20.6,7.3,0,NA,NA,NA,1,20,11944,1.67448091091762
2016-02-21,1.5,269.9,51.8,988.7,139.3,13.8,19.1,8.7,0.2,NA,NA,NA,1,54,30490,1.77107248278124
2016-02-22,1.8,284.7,59,990.5,171.2,12.1,17.6,9.1,0,1,23,24,1,63,29795,2.11444873300889
2016-02-23,1.6,252.4,60,986.1,158.4,12.1,18.8,7.2,0,2,38,39,1,49,23624,2.07416186928547
2016-02-24,2.2,273.2,53.9,982.2,178.7,12.9,18.5,7.2,0,1,41,42,1,36,21466,1.67707071648188
2016-02-25,1.5,245,63.8,978.2,121.4,10.2,15.6,5.5,0,1,8,9,8,45,23935,1.88009191560476
2016-02-26,2.6,181.6,86.4,960.6,77.3,7.7,10.4,5,24.6,1,38,39,3,25,12144,2.05862977602108
2016-02-27,1.8,159.9,76.3,969.6,158.4,8.8,14,5.1,8.2,1,10,11,1,21,13725,1.53005464480874
2016-02-28,3.8,331.9,46.2,978.5,157.9,11,16.2,7,0,2,15,16,1,71,29074,2.44204443832978
2016-02-29,3.1,319.9,40.4,990.5,194.6,11.1,15.6,6.4,0,1,8,8,2,61,33206,1.8370174064928
2016-03-01,3,280.8,47.9,986,169.4,12.7,19,6.7,0,1,25,26,4,58,31378,1.84842883548983
2016-03-02,3.9,298.9,49.5,982.7,193,10.8,16.2,6.9,0,1,8,9,3,63,28888,2.18083633342564
2016-03-03,2.1,244.6,68.7,976.4,206.1,10.6,16.5,5.1,0,1,6,7,1,75,38029,1.97217912645613
2016-03-04,4.2,316.4,49.1,972.1,217.2,10.3,13.7,6.3,0,1,25,26,2,18,10563,1.70406134620846
2016-03-05,2.4,314.2,53.6,977.6,200.4,8.2,13.5,4.2,0.1,2,5,7,1,14,8133,1.72138202385344
2016-03-06,1.3,240,60.5,976.3,189.5,8.7,14.7,4.4,0,1,7,8,1,75,32787,2.28749199377802
2016-03-07,1.6,242.2,64.8,984,220.9,8.8,14.2,5.4,0,5,57,63,1,56,22546,2.48381087554333
2016-03-08,1.6,283.1,76.3,980.4,65.5,6.4,9.4,4.3,0.9,1,27,28,1,61,27176,2.24462761259935
2016-03-09,2,260.6,48,980.6,230.6,8.4,14.9,3.1,0,27,34,62,5,60,26633,2.25284421582248
2016-03-10,1.7,218.3,57.3,986.9,226.8,9.6,16.2,5.2,0,1,37,38,5,51,22233,2.29388746457968
2016-03-11,1.7,242.3,59.9,990.1,225.9,9.3,16.2,5,0,1,34,35,1,14,9734,1.43825765358537
2016-03-12,2.2,219.3,61.5,989.4,217.8,8.7,14.8,4.3,0,NA,NA,NA,NA,15,11343,1.32240148108966
2016-03-13,1.6,194.7,74.5,989.4,126.8,8.9,13.9,4.3,0,NA,NA,NA,NA,80,32942,2.42851071580353
2016-03-14,1.6,252.6,81.6,988.5,62.4,8.6,12.1,6.2,4.7,8,49,57,NA,60,29717,2.01904633711344
2016-03-15,1.6,173.2,75.7,984.6,119.9,8.5,14.4,4.7,12.6,5,30,36,5,48,27401,1.75176088463925
2016-03-16,1,170.6,80,989.5,110.5,7.7,11.5,4.7,0.1,1,16,16,1,53,22353,2.37104639198318
2016-03-17,1.3,229.8,78.6,988.3,172.1,9.4,14.9,4.3,0,3,31,35,1,44,23061,1.90798317505746
2016-03-18,0.8,156.7,93,986.4,34.4,9.6,11.6,8.4,4.4,3,32,35,1,22,15147,1.45243282498184
2016-03-19,1.4,214.7,87.5,984.6,168.1,10.8,15.2,7.9,22.2,3,33,35,1,20,14292,1.39938427092079
2016-03-20,1.7,217.5,81.2,982.7,166.3,11.3,15.2,8,0.1,1,18,19,1,50,24469,2.04340185540888
2016-03-21,1.7,281.8,64.9,974.7,175.6,12.7,17.3,8.1,0,2,28,30,1,38,19113,1.9881755872966
2016-03-22,2.7,291.2,54.1,973.1,234.7,11.5,19,6.1,0,1,11,11,1,41,23489,1.74549789263059
2016-03-23,1.9,261.1,58,983.4,251.1,12.2,17.8,7.5,0,5,58,63,1,28,13905,2.01366414958648
2016-03-24,1.6,206.5,78.8,990,170.9,11.5,18.3,7.2,0.4,1,9,10,1,13,9969,1.30404253184873
2016-03-25,1.8,265.1,74.6,989.2,202.5,13.2,19.1,7.9,0.2,1,11,12,1,19,13234,1.43569593471362
2016-03-26,2.4,187.8,72.3,986.4,174.4,12.6,15.8,9.1,0,1,15,16,1,8,5212,1.53491941673062
2016-03-27,2.5,311.4,56.3,985.3,136.6,14.2,19,8.9,0,1,9,10,1,10,5787,1.72801105927078
2016-03-28,2.1,279.2,53.9,986,212.2,16.5,22.2,11.6,0,1,8,9,1,51,26582,1.91859152810172
2016-03-29,1.4,214.8,57.4,984.5,262.8,15.6,23,10.2,0,1,28,28,1,25,13767,1.81593666012929
2016-03-30,2,278.2,53.3,978,230.1,14.8,20.9,10.9,0,1,49,50,1,19,13506,1.40678217088701
2016-03-31,1.1,271.6,85.2,983.5,73.2,9.4,12.7,7,24.7,1,17,18,1,27,14693,1.83760974613762
2016-04-01,1.4,238.1,65,982.9,140.9,11.5,16.6,8,0,3,23,25,1,9,6609,1.36177939173854
2016-04-02,2,219.1,74.4,983.3,202.9,12.7,16.4,9.3,0,1,14,15,1,12,7141,1.68043691359754
2016-04-03,1.6,171.9,84.1,978.2,125.7,12.9,15.5,10.3,13.3,1,22,23,2,23,14747,1.55963924866074
2016-04-04,3.2,181.6,94.5,976.9,30.6,12.2,12.7,11.6,33.8,1,14,15,2,23,12880,1.78571428571429
2016-04-05,1.6,287.3,67.5,983,240.8,14.8,19.8,11,0,NA,NA,NA,4,32,17058,1.87595263219604
2016-04-06,1.9,251.8,64.7,982.4,270.3,13.2,18.8,9.5,0,7,38,45,1,35,16602,2.10817973738104
2016-04-07,2.3,235.7,68.9,981,187,9.7,13.4,6.7,0.5,1,14,15,1,27,15192,1.77725118483412
2016-04-08,2.6,305.7,56.2,979.8,281.9,12.1,19.4,6.8,0,2,18,20,1,6,3135,1.91387559808612
2016-04-09,2.2,228.3,71.8,978.9,266.3,12.8,19.1,7.2,0,1,18,19,1,7,4983,1.40477623921333
2016-04-10,2,250.9,63.8,980.2,279.6,14.7,21,10.5,1,1,14,15,1,29,17571,1.65044675886404
2016-04-11,2.2,223.5,64,981.6,248.6,15.6,22.1,11.4,0,1,5,6,1,18,11574,1.5552099533437
2016-04-12,2.6,301.4,47.6,981.8,281.2,16.5,20.7,12.5,0,1,6,7,1,32,14488,2.20872446162341
2016-04-13,2.3,250.1,49.7,984.4,300.1,16,22.7,9.3,0,1,12,13,1,28,14424,1.94120909595119
2016-04-14,1.6,190.2,63.5,981.6,274.4,16.5,24,10.2,0,1,5,6,1,37,19121,1.93504523821976
2016-04-15,2.6,256.2,56.9,980,295.3,17.8,25.7,11,0,1,36,37,1,5,3283,1.52299725860493
2016-04-16,2.2,283.8,51.5,983.4,250.1,17.8,23,12.2,0,1,6,7,1,5,4028,1.24131082423039
2016-04-17,2.3,200.1,73.5,990.2,307.6,13.7,20.1,9.3,0,1,13,13,1,38,21834,1.74040487313364
2016-04-18,1.6,180.8,63.1,990,257,13.1,21.6,8.6,0,1,21,22,1,40,19862,2.01389588158292
2016-04-19,3.5,123,49.5,988.3,223.2,15.5,20.2,11.8,1.2,1,27,28,1,25,15192,1.64560294892048
2016-04-20,1.1,202.8,86.6,989.7,124.8,13.3,18.4,10.3,17.3,1,9,10,1,18,12765,1.41010575793185
2016-04-21,1.2,250.7,81.4,988.7,141.3,14.5,18.8,10.8,0.1,3,30,34,1,19,12889,1.47412522305842
2016-04-22,1.7,219.6,73.1,983.8,254.3,14,20.1,9.6,7,1,11,12,1,6,3374,1.778304682869
2016-04-23,2.1,173.4,71.2,982.7,306.7,13.7,20.3,9.1,0,3,18,20,1,8,5252,1.52322924600152
2016-04-24,2.5,257.5,61.6,986,286,12.3,16.5,8.1,0,1,10,11,1,34,16412,2.07165488666829
2016-04-25,1.9,168.4,68.5,982.5,316.5,13.8,19.5,7.1,0,1,6,6,1,19,10925,1.73913043478261
2016-04-26,1.8,121.4,82.3,983.3,52.8,11.8,13.7,9.6,3.7,1,14,15,1,29,15621,1.85647525766596
2016-04-27,1.2,164,89.7,984.9,63.5,10.2,12.5,9,4.3,1,8,9,1,35,20962,1.66968800686957
2016-04-28,1.7,225.1,71.5,988.6,226.5,13,17.6,9.8,0,1,15,15,1,41,20911,1.96069054564583
2016-04-29,1.7,207.2,82.7,988,123,11.9,17.8,8.4,2.2,1,11,11,1,5,3205,1.5600624024961
2016-04-30,2.7,305.9,42.2,990.3,346.8,12.3,18.8,7.1,0,1,7,8,1,3,1438,2.08623087621697
2016-05-01,2.3,310.9,38.9,989.6,342.9,15.5,22.8,8,0,1,20,21,1,26,14040,1.85185185185185
2016-05-02,2,202.6,62.2,991.7,332.4,15.4,21.5,9.8,0,1,30,30,2,51,28468,1.79148517633834
2016-05-03,1.5,254.7,58.5,990.3,339.3,16.2,23.7,9.4,0,1,21,22,1,19,12928,1.46967821782178
2016-05-04,2.5,163.8,60.9,986.2,322.4,15.2,21.1,10.2,0,1,12,12,1,27,15507,1.74114915844457
2016-05-05,1.5,139.2,79.9,984.2,146.7,14.2,18.7,11.3,1.5,1,9,10,1,15,9020,1.6629711751663
2016-05-06,1.1,117.8,81.1,980.3,101.4,14,18.7,11.7,0.7,1,17,18,1,7,4042,1.73181593270658
2016-05-07,1.2,127.9,92.7,978,49.9,13.5,15.6,11.2,2.7,1,10,11,1,16,8525,1.87683284457478
2016-05-08,1.2,112.7,96.7,977.9,27.3,14.7,15.9,11.9,6.3,1,8,9,1,32,19404,1.64914450628736
2016-05-09,1.3,242.4,81.5,979.6,148.1,14.7,19.3,11.1,9.6,1,15,16,1,30,15521,1.93286515044134
2016-05-10,2.3,280.6,71.7,975.3,243.7,15.2,21.5,11.3,0,1,21,22,1,32,16018,1.99775252840554
2016-05-11,1.9,272.3,65,975.4,256.8,15.9,21.3,9.8,0,1,13,14,1,22,10742,2.04803574753305
2016-05-12,1.4,211.8,66.2,977.7,252.9,16.2,22.4,11.6,0,1,15,16,2,32,19378,1.65135720920632
2016-05-13,2,224.2,62.6,982.6,316.5,17.1,23.6,12.4,0,1,28,29,1,15,10197,1.47102088849662
2016-05-14,1.8,211.4,64,988.2,311.1,17.9,24.5,13.1,0,1,14,15,1,9,6030,1.49253731343284
2016-05-15,2,233.7,58,991,342.4,16.7,22,12.2,0,1,17,17,1,11,7922,1.38853824791719
2016-05-16,2.4,216.9,73.3,989.5,269.2,15.2,19.7,11.4,0,1,28,29,1,34,18710,1.81721004810262
2016-05-17,1.5,242.1,76.1,985.6,305.6,17,23,11.8,0,1,8,9,1,35,19522,1.7928490933306
2016-05-18,2.4,209.8,69.2,987.4,319.7,17,23.9,13.8,0,1,15,16,1,31,20263,1.52988205102897
2016-05-19,1.7,236,69.6,991.4,321.3,17.8,22.6,12.9,0,1,14,15,1,30,14735,2.03596878181201
2016-05-20,1.8,264,69.4,989.1,348.9,18.3,24.3,14.2,0,1,4,5,1,8,4274,1.87178287318671
2016-05-21,1.7,244,81.2,985.5,205.5,16.5,23,12.8,6.2,1,6,7,1,4,2432,1.64473684210526
2016-05-22,2.2,268.2,53.5,990.8,342.7,15.2,22.5,9.5,0,1,9,10,1,38,15845,2.39823288103503
2016-05-23,1.7,237.2,68.2,985.4,316.1,16.2,21.4,10.4,0,1,28,28,1,14,7472,1.87366167023555
2016-05-24,1.5,165.1,70.1,982.5,263.4,18.8,23.9,13.3,0,1,3,4,2,20,13192,1.51607034566404
2016-05-25,2,145.8,71.9,983.6,307.7,18.3,23.7,14.1,0,1,39,39,2,31,16830,1.84194890077243
2016-05-26,1.7,201.6,66.4,984.3,324.5,19.2,27,13.6,0,1,20,20,1,23,14842,1.54965638054171
2016-05-27,2,193.4,79.8,982.5,259.3,18.1,24.4,14.3,3.3,1,26,27,1,15,10238,1.46512990818519
2016-05-28,3.2,280.8,50.7,982.6,355.5,19.5,25,14,0,1,5,6,1,6,4035,1.48698884758364
2016-05-29,1.7,193.7,65.9,986.1,217,17.5,22.6,12.4,0,1,11,12,1,34,18693,1.81886267586797
2016-05-30,2.1,227.1,65.8,988.2,256.6,17.1,23.1,11.7,0,2,26,28,2,16,6860,2.33236151603499
2016-05-31,2.3,219.3,62.7,987.9,357.9,17.3,24.4,12.8,0,1,36,37,1,39,21308,1.83029847944434
2016-06-01,2,213.9,63.9,985.4,338.1,18.1,24.9,12.4,0,1,16,16,1,26,12889,2.01722398944837
2016-06-02,1.6,244.1,50.6,982.8,328.4,19.6,28,13.3,0,2,21,23,1,23,13335,1.72478440194976
2016-06-03,1.6,202.6,55.3,983.6,177.3,19.8,24.6,15.8,0,1,14,15,1,10,5678,1.7611835153223
2016-06-04,1.8,224.7,63.4,987.3,330,21,27.4,15.2,0,1,15,15,1,8,6192,1.29198966408269
2016-06-05,1.6,234.8,56.3,989,287.3,21.7,29.4,15,0,1,6,6,NA,28,16020,1.7478152309613
2016-06-06,2.1,215,53.2,992.2,342.7,22.7,29.2,16.7,0,1,15,15,2,24,12639,1.89888440541182
2016-06-07,1.8,244,53,989.7,338.4,23.5,30.4,17.6,0,1,37,37,6,22,12934,1.70094325034792
2016-06-08,2.3,220.1,47.2,984.9,323.2,23.3,28.8,17.5,0,1,26,27,1,22,13679,1.60830470063601
2016-06-09,2.2,198,53.4,982.4,310.2,22.3,26.8,18.7,0,1,4,5,5,17,9903,1.71665151974149
2016-06-10,2,191.8,65.6,984.7,201.8,20.4,24.6,16.5,0.1,1,17,18,1,17,12838,1.32419379965727
2016-06-11,1.7,250.8,64.4,985,239.2,21.4,28.4,16.6,0,1,6,7,5,8,5424,1.47492625368732
2016-06-12,1.9,139.2,76.8,981,219.7,21.3,25.3,18.2,0,1,8,8,1,27,14864,1.81646932185145
2016-06-13,2.3,255.1,50.1,978.1,352.4,22.9,29,16.7,0,1,21,22,3,24,11577,2.0730759264058
2016-06-14,2.5,171.2,73.3,973.9,326.4,20.4,24.5,15.9,2.3,1,24,25,2,18,9817,1.83355403891209
2016-06-15,2.6,289.8,50.8,976.4,312.3,19.5,24.3,16,0,1,27,28,1,18,8736,2.06043956043956
2016-06-16,2.3,216.5,56,985.7,233.7,19,23.3,13.5,0,1,5,5,1,15,9562,1.56870947500523
2016-06-17,2,250,69.5,991.7,227.8,16.3,23,12.9,2.2,1,6,7,1,5,2795,1.78890876565295
2016-06-18,2.2,199.6,52.3,993.5,358.4,19.1,25.3,12.7,0,1,15,16,1,7,4781,1.46412884333821
2016-06-19,2.2,222.9,56.6,993,347.7,20,25.8,13.8,0,1,7,7,2,14,7829,1.78822327244859
2016-06-20,1.7,259.1,38.6,992.8,350.2,24,31.7,16.4,0,1,10,10,1,9,5636,1.59687721788503
2016-06-21,1.8,261.9,33.6,991.9,357,25.1,32,18.2,0,1,7,8,1,11,8723,1.26103404791929
2016-06-22,2,258.1,36.5,991.5,362.7,24.5,31.3,17.6,0,1,40,41,1,23,11347,2.02696748039129
2016-06-23,1.8,232.5,45.3,988.6,353.3,24.7,31.2,17,0,1,5,5,1,2,1304,1.53374233128834
2016-06-24,2.3,206.9,56.4,987,342.1,23.6,30.7,18.8,0,1,6,7,2,11,6791,1.61979089972022
2016-06-25,2,219.5,63.2,989.1,293.6,22.8,28.9,18.6,0,1,11,12,2,2,1586,1.26103404791929
2016-06-26,1.8,240.4,67.8,991.5,318.5,22.1,28.4,18.1,0,1,5,6,1,26,18504,1.40510159965413
2016-06-27,1.8,221,60,989,327.4,23.9,29.6,18.1,0,1,9,10,1,20,13170,1.51860288534548
2016-06-28,1.8,257.2,55.4,986.7,228.2,24.6,31.7,19.7,0,1,29,30,1,21,12270,1.71149144254279
2016-06-29,2.4,182.2,64.5,987.3,329.5,23.8,27.7,20.2,0,1,4,5,1,9,6416,1.40274314214464
2016-06-30,2.4,209.6,57.8,988.4,339.9,24.3,29.3,18.9,0,1,12,13,1,20,14946,1.33815067576609
2016-07-01,2.4,194.9,64.6,989.7,325,23.2,29.9,18.8,0,1,7,8,1,7,5123,1.36638688268593
2016-07-02,2,238.2,71.2,991.3,272.8,22.9,28.4,19.4,0,1,7,8,1,4,3004,1.33155792276964
2016-07-03,2,190.7,67.5,989,322.3,24,29.2,19.1,0,1,12,13,1,16,8817,1.81467619371668
2016-07-04,2.2,195.4,57.4,988.4,296.6,25.6,30.8,20,0,1,44,45,1,16,11809,1.35489880599543
2016-07-05,2.1,215.4,50.6,989.1,327.7,26.8,32.7,21.6,0,1,23,24,1,17,10854,1.5662428597752
2016-07-06,1.9,235.8,61.6,989.5,306.4,26,32.1,20.7,0,1,5,6,3,12,8054,1.48994288552272
2016-07-07,2,197.2,52,990.3,292.2,27.3,33.3,22.8,0,1,17,17,2,22,13967,1.57514140473974
2016-07-08,2.4,231.1,54,989.9,335.5,27.2,35,22.3,0,1,101,104,2,7,6615,1.05820105820106
2016-07-09,1.6,223.3,45,986.3,337,28.8,37.2,23.1,0,1,6,6,1,6,3169,1.89334174818555
2016-07-10,2.3,210,48.6,985.5,319.4,27.1,32.3,22.4,0,1,6,7,1,15,8566,1.75110903572262
2016-07-11,2.8,157.2,66.9,985.6,317.6,24.2,28.2,21.7,0,1,16,16,1,12,7549,1.58961451847927
2016-07-12,2.7,220.9,58.1,988.9,316.8,22.3,29.8,18.6,0.2,1,12,13,1,9,5556,1.61987041036717
2016-07-13,2.6,224.2,51.9,991.1,353.9,20.8,26.5,16.3,0,1,13,13,2,20,9998,2.000400080016
2016-07-14,2.2,255,56.5,992.6,345.1,21.3,27.3,16.1,0,1,7,8,1,10,5850,1.70940170940171
2016-07-15,2,231.2,61.4,991.6,296.1,22.3,29.4,16.6,0,1,6,7,1,6,5000,1.2
2016-07-16,2,224.9,44.1,990.8,344.8,24.6,31.4,17.9,0,1,4,5,1,9,4848,1.85643564356436
2016-07-17,2.1,210.1,57,991.6,355.6,23,29.3,18.1,0,1,22,23,4,11,7097,1.54995068338735
